FECHA_CORTE;FECHA_MUESTRA;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;ANO;SEMANA;SUB_REG_NT;E_SALUD;DAA_C1;DAA_C1_4;DAA_C5;FECHA_ING
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;25;32;200105A303;0;4;0;20240623
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;25;32;200109A307;0;1;0;20240623
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;25;48;200304A202;0;1;0;20240623
20240701;20240630;PIURA;LA HUACA;PAITA;200505;2024;24;31;200505A201;0;6;0;20240622
20240701;20240630;PIURA;LA HUACA;PAITA;200505;2024;24;31;200505A303;0;5;0;20240622
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101X205;69;39;0;20240622
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;25;31;200601A301;1;1;0;20240622
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;25;32;200109A306;0;1;0;20240622
20240701;20240630;PIURA;SANTO DOMINGO;MORROPON;200409;2024;25;48;200409A302;0;1;0;20240622
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;23;32;200104C101;6;12;0;20240620
20240701;20240630;PIURA;PAITA;PAITA;200501;2024;24;31;200501C101;0;9;0;20240620
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104C101;5;18;0;20240620
20240701;20240630;PIURA;PAITA;PAITA;200501;2024;23;31;200501C101;0;6;0;20240619
20240701;20240630;PIURA;LOS ORGANOS;TALARA;200705;2024;23;31;200705C101;0;0;0;20240619
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A306;0;3;0;20240619
20240701;20240630;PIURA;SECHURA;SECHURA;200801;2024;24;32;200801C301;0;2;0;20240619
20240701;20240630;PIURA;BUENOS AIRES;MORROPON;200402;2024;24;48;200402A303;0;0;0;20240619
20240701;20240630;PIURA;SANTO DOMINGO;MORROPON;200409;2024;24;48;200409A301;1;0;0;20240619
20240701;20240630;PIURA;SANTO DOMINGO;MORROPON;200409;2024;24;48;200409A303;0;1;0;20240619
20240701;20240630;PIURA;SANTO DOMINGO;MORROPON;200409;2024;24;48;200409A304;0;1;0;20240619
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;23;31;200701C101;2;19;0;20240618
20240701;20240630;PIURA;EL ALTO;TALARA;200702;2024;23;31;200702C101;0;0;0;20240618
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;23;32;200101A204;0;3;0;20240618
20240701;20240630;PIURA;QUERECOTILLO;SULLANA;200607;2024;24;31;200607A306;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A201;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A301;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A303;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A309;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A313;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A314;0;0;0;20240618
20240701;20240630;PIURA;LANCONES;SULLANA;200604;2024;24;31;200604A315;0;0;0;20240618
20240701;20240630;PIURA;COLAN;PAITA;200504;2024;24;31;200501A303;1;4;0;20240618
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;24;31;200701C101;0;7;0;20240618
20240701;20240630;PIURA;EL ALTO;TALARA;200702;2024;24;31;200702A201;1;1;0;20240618
20240701;20240630;PIURA;LOS ORGANOS;TALARA;200705;2024;24;31;200702A301;0;0;0;20240618
20240701;20240630;PIURA;EL ALTO;TALARA;200702;2024;24;31;200702C101;1;0;0;20240618
20240701;20240630;PIURA;LOS ORGANOS;TALARA;200705;2024;24;31;200705C101;0;0;0;20240618
20240701;20240630;PIURA;LAS LOMAS;PIURA;200111;2024;24;31;200111A301;0;1;0;20240618
20240701;20240630;PIURA;LAS LOMAS;PIURA;200111;2024;24;31;200111A309;1;0;0;20240618
20240701;20240630;PIURA;SAPILLICA;AYABACA;200208;2024;24;31;200208A201;0;0;0;20240618
20240701;20240630;PIURA;SAPILLICA;AYABACA;200208;2024;24;31;200208A301;0;0;0;20240618
20240701;20240630;PIURA;SAPILLICA;AYABACA;200208;2024;24;31;200208A302;0;0;0;20240618
20240701;20240630;PIURA;SAPILLICA;AYABACA;200208;2024;24;31;200208A303;0;0;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A201;1;1;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A301;0;1;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A303;0;0;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A304;0;0;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A305;0;2;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A306;0;0;0;20240618
20240701;20240630;PIURA;SUYO;AYABACA;200210;2024;24;31;200210A307;0;0;0;20240618
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101A210;0;2;0;20240618
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A303;0;1;0;20240618
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A307;1;4;0;20240618
20240701;20240630;PIURA;SECHURA;SECHURA;200801;2024;24;32;200801A301;1;2;0;20240618
20240701;20240630;PIURA;PACAIPAMPA;AYABACA;200206;2024;24;48;200206A303;0;0;0;20240618
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A302;0;0;0;20240618
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A305;1;1;0;20240618
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A306;0;0;0;20240618
20240701;20240630;PIURA;SAN JUAN DE BIGOTE;MORROPON;200407;2024;24;48;200407A201;0;1;0;20240618
20240701;20240630;PIURA;SAN JUAN DE BIGOTE;MORROPON;200407;2024;24;48;200407A302;1;2;0;20240618
20240701;20240630;PIURA;SAN JUAN DE BIGOTE;MORROPON;200407;2024;24;48;200407A303;2;0;0;20240618
20240701;20240630;PIURA;SANTO DOMINGO;MORROPON;200409;2024;24;48;200409A302;1;0;0;20240618
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;23;31;200603C101;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;23;31;200201C101;0;0;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;23;32;200101C201;0;2;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;23;32;200104C102;2;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;23;32;200104C201;2;1;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;23;48;200304A312;0;1;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;23;48;200202A302;0;0;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;23;48;200202A305;0;1;0;20240617
20240701;20240630;PIURA;CHULUCANAS;MORROPON;200401;2024;23;48;200401C301;6;5;0;20240617
20240701;20240630;PIURA;MORROPON;MORROPON;200405;2024;23;48;200405C301;0;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601D202;0;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601X101;10;7;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601X402;1;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200602D310;0;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A101;1;4;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200601A101;0;0;0;20240617
20240701;20240630;PIURA;QUERECOTILLO;SULLANA;200607;2024;24;31;200601A101;0;0;0;20240617
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;24;31;200601A101;0;1;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200601A101;0;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A201;0;1;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A202;0;1;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A302;1;2;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A303;1;6;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200601A304;0;0;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601A307;2;4;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200601C101;4;24;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A201;1;6;0;20240617
20240701;20240630;PIURA;SULLANA;SULLANA;200601;2024;24;31;200602A302;1;0;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A303;0;1;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A304;0;1;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A306;0;1;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A307;0;0;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A308;0;1;0;20240617
20240701;20240630;PIURA;BELLAVISTA;SULLANA;200602;2024;24;31;200602A309;0;1;0;20240617
20240701;20240630;PIURA;MIGUEL CHECA;SULLANA;200606;2024;24;31;200606A201;0;0;0;20240617
20240701;20240630;PIURA;MIGUEL CHECA;SULLANA;200606;2024;24;31;200606A301;0;1;0;20240617
20240701;20240630;PIURA;AMOTAPE;PAITA;200502;2024;24;31;200502A201;0;0;0;20240617
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;24;31;200603A201;0;1;0;20240617
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;24;31;200603A303;1;0;0;20240617
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;24;31;200603A304;0;0;0;20240617
20240701;20240630;PIURA;IGNACIO ESCUDERO;SULLANA;200603;2024;24;31;200603C101;0;1;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200605A301;0;1;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200605A302;0;2;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200605A306;0;0;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200605A307;0;1;0;20240617
20240701;20240630;PIURA;MARCAVELICA;SULLANA;200605;2024;24;31;200605A309;1;1;0;20240617
20240701;20240630;PIURA;QUERECOTILLO;SULLANA;200607;2024;24;31;200607A201;0;0;0;20240617
20240701;20240630;PIURA;QUERECOTILLO;SULLANA;200607;2024;24;31;200607A303;1;0;0;20240617
20240701;20240630;PIURA;PAITA;PAITA;200501;2024;24;31;200501A101;6;7;0;20240617
20240701;20240630;PIURA;PAITA;PAITA;200501;2024;24;31;200501A302;0;0;0;20240617
20240701;20240630;PIURA;ARENAL;PAITA;200503;2024;24;31;200503A201;0;0;0;20240617
20240701;20240630;PIURA;COLAN;PAITA;200504;2024;24;31;200504A201;1;0;0;20240617
20240701;20240630;PIURA;LA HUACA;PAITA;200505;2024;24;31;200505A201;0;6;0;20240617
20240701;20240630;PIURA;LA HUACA;PAITA;200505;2024;24;31;200505A301;0;3;0;20240617
20240701;20240630;PIURA;VICHAYAL;PAITA;200507;2024;24;31;200507A201;0;1;0;20240617
20240701;20240630;PIURA;VICHAYAL;PAITA;200507;2024;24;31;200507A301;0;0;0;20240617
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;24;31;200701A201;3;2;0;20240617
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;24;31;200701A202;1;6;0;20240617
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;24;31;200701A301;0;0;0;20240617
20240701;20240630;PIURA;PARIÑAS;TALARA;200701;2024;24;31;200701D201;0;0;0;20240617
20240701;20240630;PIURA;LA BREA;TALARA;200703;2024;24;31;200703A201;0;1;0;20240617
20240701;20240630;PIURA;LA BREA;TALARA;200703;2024;24;31;200703A301;0;0;0;20240617
20240701;20240630;PIURA;LOBITOS;TALARA;200704;2024;24;31;200704A201;0;1;0;20240617
20240701;20240630;PIURA;LOS ORGANOS;TALARA;200705;2024;24;31;200705A201;1;3;0;20240617
20240701;20240630;PIURA;LOS ORGANOS;TALARA;200705;2024;24;31;200705A301;0;4;0;20240617
20240701;20240630;PIURA;MANCORA;TALARA;200706;2024;24;31;200706A201;0;3;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A201;10;8;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A202;0;1;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A301;0;1;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A302;0;2;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A303;0;2;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A304;0;4;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A305;1;0;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A313;0;1;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A315;0;0;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A319;1;2;0;20240617
20240701;20240630;PIURA;TAMBO GRANDE;PIURA;200114;2024;24;31;200114A321;0;0;0;20240617
20240701;20240630;PIURA;JILILI;AYABACA;200203;2024;24;31;200203A301;0;1;0;20240617
20240701;20240630;PIURA;JILILI;AYABACA;200203;2024;24;31;200203A302;0;1;0;20240617
20240701;20240630;PIURA;LAGUNAS;AYABACA;200204;2024;24;31;200204A301;0;1;0;20240617
20240701;20240630;PIURA;LAGUNAS;AYABACA;200204;2024;24;31;200204A302;0;0;0;20240617
20240701;20240630;PIURA;LAGUNAS;AYABACA;200204;2024;24;31;200204A303;0;1;0;20240617
20240701;20240630;PIURA;MONTERO;AYABACA;200205;2024;24;31;200205A201;0;1;0;20240617
20240701;20240630;PIURA;MONTERO;AYABACA;200205;2024;24;31;200205A301;0;2;0;20240617
20240701;20240630;PIURA;PAIMAS;AYABACA;200207;2024;24;31;200207A201;2;4;0;20240617
20240701;20240630;PIURA;PAIMAS;AYABACA;200207;2024;24;31;200207A301;0;0;0;20240617
20240701;20240630;PIURA;SICCHEZ;AYABACA;200209;2024;24;31;200209A201;0;0;0;20240617
20240701;20240630;PIURA;SICCHEZ;AYABACA;200209;2024;24;31;200209A302;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A201;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A302;1;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A303;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A304;0;2;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A306;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A307;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A308;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A309;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A311;0;3;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A314;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A315;1;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A317;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A320;2;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A324;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A325;0;0;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A328;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A329;0;1;0;20240617
20240701;20240630;PIURA;AYABACA;AYABACA;200201;2024;24;31;200201A330;0;0;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A101;1;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A202;1;2;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101A203;0;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A204;1;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A204;1;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A205;1;3;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A206;0;3;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A207;0;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A208;0;2;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101A209;0;3;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A301;1;2;0;20240617
20240701;20240630;PIURA;VEINTISEIS DE OCTUBRE;PIURA;200115;2024;24;32;200101A304;0;1;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101A306;0;1;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A202;0;1;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A203;1;3;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A205;0;2;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A301;0;0;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200104A303;0;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A304;0;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A306;0;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A307;1;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104A311;0;2;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A201;1;4;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A202;0;1;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A301;0;0;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A304;1;3;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A306;0;1;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105A307;1;1;0;20240617
20240701;20240630;PIURA;CURA MORI;PIURA;200107;2024;24;32;200107A201;3;0;0;20240617
20240701;20240630;PIURA;CURA MORI;PIURA;200107;2024;24;32;200107A302;0;2;0;20240617
20240701;20240630;PIURA;CURA MORI;PIURA;200107;2024;24;32;200107A303;0;1;0;20240617
20240701;20240630;PIURA;EL TALLAN;PIURA;200108;2024;24;32;200108A301;0;5;0;20240617
20240701;20240630;PIURA;EL TALLAN;PIURA;200108;2024;24;32;200108A302;0;1;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A201;1;2;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A301;0;0;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A302;2;2;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A304;2;1;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A305;1;2;0;20240617
20240701;20240630;PIURA;LA ARENA;PIURA;200109;2024;24;32;200109A308;0;0;0;20240617
20240701;20240630;PIURA;LA UNION;PIURA;200110;2024;24;32;200110A201;0;1;0;20240617
20240701;20240630;PIURA;LA UNION;PIURA;200110;2024;24;32;200110A303;0;1;0;20240617
20240701;20240630;PIURA;CRISTO NOS VALGA;SECHURA;200804;2024;24;32;200804A302;0;1;0;20240617
20240701;20240630;PIURA;SECHURA;SECHURA;200801;2024;24;32;200801A201;3;6;0;20240617
20240701;20240630;PIURA;SECHURA;SECHURA;200801;2024;24;32;200801A303;0;1;0;20240617
20240701;20240630;PIURA;SECHURA;SECHURA;200801;2024;24;32;200801D301;0;0;0;20240617
20240701;20240630;PIURA;BELLAVISTA DE LA UNION;SECHURA;200802;2024;24;32;200802A301;1;1;0;20240617
20240701;20240630;PIURA;BERNAL;SECHURA;200803;2024;24;32;200803A201;0;1;0;20240617
20240701;20240630;PIURA;VICE;SECHURA;200805;2024;24;32;200805A201;0;2;0;20240617
20240701;20240630;PIURA;VICE;SECHURA;200805;2024;24;32;200805A301;0;2;0;20240617
20240701;20240630;PIURA;VICE;SECHURA;200805;2024;24;32;200805A302;0;0;0;20240617
20240701;20240630;PIURA;VICE;SECHURA;200805;2024;24;32;200805A303;1;3;0;20240617
20240701;20240630;PIURA;RINCONADA-LLICUAR;SECHURA;200806;2024;24;32;200806A301;0;1;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101C101;5;30;0;20240617
20240701;20240630;PIURA;PIURA;PIURA;200101;2024;24;32;200101C201;0;3;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104C102;0;0;0;20240617
20240701;20240630;PIURA;CASTILLA;PIURA;200104;2024;24;32;200104C201;0;1;0;20240617
20240701;20240630;PIURA;CATACAOS;PIURA;200105;2024;24;32;200105C301;2;3;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200301A201;3;4;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200301A301;0;1;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200301A302;0;1;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200301A303;0;2;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200301A305;0;0;0;20240617
20240701;20240630;PIURA;SONDOR;HUANCABAMBA;200307;2024;24;48;200307A201;0;1;0;20240617
20240701;20240630;PIURA;SONDORILLO;HUANCABAMBA;200308;2024;24;48;200308A302;0;1;0;20240617
20240701;20240630;PIURA;SONDORILLO;HUANCABAMBA;200308;2024;24;48;200308A303;0;0;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200308A305;0;1;0;20240617
20240701;20240630;PIURA;HUANCABAMBA;HUANCABAMBA;200301;2024;24;48;200308A306;0;2;0;20240617
20240701;20240630;PIURA;EL CARMEN DE LA FRONTERA;HUANCABAMBA;200303;2024;24;48;200308A309;0;1;0;20240617
20240701;20240630;PIURA;SONDORILLO;HUANCABAMBA;200308;2024;24;48;200308A311;0;1;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;24;48;200304A202;0;1;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;24;48;200304A302;0;0;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;24;48;200304A310;0;2;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;24;48;200304A312;1;0;0;20240617
20240701;20240630;PIURA;HUARMACA;HUANCABAMBA;200304;2024;24;48;200304A315;0;2;0;20240617
20240701;20240630;PIURA;CHULUCANAS;MORROPON;200401;2024;24;48;200401A305;0;0;0;20240617
20240701;20240630;PIURA;CHULUCANAS;MORROPON;200401;2024;24;48;200401A306;0;1;0;20240617
20240701;20240630;PIURA;CANCHAQUE;HUANCABAMBA;200302;2024;24;48;200302A201;0;1;0;20240617
20240701;20240630;PIURA;CANCHAQUE;HUANCABAMBA;200302;2024;24;48;200302A303;0;0;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A201;0;1;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A301;0;1;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A303;0;2;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A304;0;0;0;20240617
20240701;20240630;PIURA;FRIAS;AYABACA;200202;2024;24;48;200202A307;0;1;0;20240617
20240701;20240630;PIURA;SAN MIGUEL DE EL FAIQUE;HUANCABAMBA;200306;2024;24;48;200306A302;0;0;0;20240617
